ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
401113	680	N	4	13		21.64	53.305	37.999266	-122.075542	.28	ML	5	2200' N of Hwy 4/N of Blum Ave	DT836	L5-N-28-680-02164	683590	431087
401114	680	S	4	13	17988	5.7	37.108	37.797324	-121.986164	.465	ML	5	1800' N of Greenbrook Dr.	DT513	L5-S-28-680-00570	683260	424234
401121	24	E	4	13		8.99	13.338	37.896362	-122.073007		FF	3	NB 680	DT888	C3-E-28-024-00899	683420	432406
401124	680	S	4	13	17988	8.1	39.508	37.829025	-122.000079	.23	ML	4	S OF EL CERRO BLVD	DT298	L4-S-28-680-00810	683320	424270
401126	680	S	4	13	68378	1.95	33.358	37.747916	-121.957829	.595	ML	4	150'  N OF MONTEVIDEO UC	DT498	L4-S-28-680-00195	683200	424174
401129	87	N	4	85	68000	.68	.68	37.265284	-121.858973	.275	ML	4	200' S of Branham Lane	DT126	L4-N-37-087-00068	187103	417790
401134	780	E	4	95	5290	1.35	.668	38.050657	-122.142601	2.595	ML	3	E of 5th St	DT907	L3-E-23-780-00135	780102	418194
401137	980	W	4	1	53000	.7	.691	37.806967	-122.278034	.26	ML	3	14th St OC	DT411	L3-W-33-980-00070	981108	418876
401141	880	S	4	1	53000	32.31	42.537	37.802658	-122.286768	.325	ML	4	MARKET / 5TH ST	DTA48	L4-S-33-880-03231	880415	422008
401142	880	N	4	1	53000	32.31	42.537	37.802856	-122.286698	.33	ML	4	Market / 5th St rm-s-diag	DTA48	L4-N-33-880-03231	880416	424846
401143	880	N	4	1	53000	R34.94	45.167	37.824713	-122.290947	.927	ML	2	34th & Wood St	DT081	L2-N-33-880-R3494	880421	417746
401144	980	E	4	1	53000	.7	.691	37.80687	-122.277794	.28	ML	3	14th ST OC	DT411	L3-E-33-980-00070	981107	420522
401148	780	W	4	95	5290	1.35	.668	38.050828	-122.142488	2.75	ML	2	E of 5th St	DT907	L2-W-23-780-00135	780101	417657
401151	80	E	4	95	23182	17.38	44.863	38.251746	-122.067825	.295	ML	5	W Texas St/Beck Rd rm-e-diag	DT075	L5-E-23-080-01738	080329	418277
401152	80	W	4	95	23182	17.85	45.333	38.257563	-122.063217	.245	ML	5	Travis Blvd rm-w-diag	DT076	L5-W-23-080-01785	080312	419532
401154	87	S	4	85	68000	.68	.67	37.265167	-121.858959	.3	ML	3	oppo 200' S of Branham Lane	DT126	L3-S-37-087-00068	287104	417954
401155	80	W	4	95	23182	17.98	45.463	38.259133	-122.061907	.275	ML	5	Travis Blvd rm-w-loop	DT781	L5-W-23-080-01798	080324	419538
401156	880	S	4	1	53000	R34.94	45.167	37.824879	-122.291343	.603	ML	2	oppo 34th & Wood St	DT081	L2-S-33-880-R3494	880422	417922
401163	280	S	4	85	68000	4.47	4.47	37.316756	-121.923186	.55	ML	5	LEIGH AVE OC	DT881	L5-S-37-280-00447	280312	427078
401167	280	N	4	85	68000	4.47	4.47	37.316984	-121.923208	.315	ML	5	Leigh Ave OC	DT881	L5-N-37-280-00447	280310	426567
401190	980	E	4	1	53000	.42	.411	37.803051	-122.279792	.551	ML	2	7th St	DT410	L2-E-33-980-00042	998810	419126
401195	80	E	4	13	60620	1.12	14.453	37.912502	-122.317364	.165	ML	4	CARLSON AVE	DT113	L4-E-28-080-00112	997039	420132
401197	80	W	4	13	60620	5.5	18.833	37.969432	-122.320772	.26	ML	4	oppo El Portal Dr rm-e-diag	DT861	L4-W-28-080-00550	997024	419724
401198	80	E	4	1	6000	5.25	10.56	37.858492	-122.30137	.395	ML	5	N aquatic park	DT320	L5-E-33-080-00525	997015	423161
401199	101	N	4	81	68252	14.31	416.497	37.580252	-122.323992	.375	ML	5	oppo E Poplar ave rm-s-diag	DT272	L5-N-35-101-01431	107410	430568
401208	580	W	4	1	53000	47.49	63.35	37.890467	-122.308444	1.207	ML	2	580 EB	DT639	L2-W-33-580-04749	997034	418122
401209	80	E	4	13	60620	5.93	19.263	37.975449	-122.318616	.255	ML	4	Hilltop Dr rm-e-loop	DT8A6	L4-E-28-080-00593	997027	420204
401210	85	N	4	85	70280	15.03	15.206	37.291198	-122.023391	.87	ML	3	200' N of Blue Hills POC	DT190	L3-N-37-085-01503	085101	422476
401211	80	W	4	1	22594	3.9	9.21	37.839668	-122.297004	.355	ML	6	Powell St rm-w-loop	DT325	L6-W-33-080-00390	997013	427253
401213	280	N	4	81	65028	21.95	44.494	37.638316	-122.440672	.693	ML	4	Avalon Dr off-n-diag	DT307	L4-N-35-280-02195	280403	422428
401215	80	W	4	13	60620	5.87	19.203	37.974619	-122.319044	.18	ML	4	Hilltop Dr rm-w-diag	DT869	L4-W-28-080-00587	997026	419730
401216	80	W	4	95	23182	R12.17	39.642	38.21022	-122.147452	.156	ML	5	Green Valley Rd rm-w-diag	DT350	L5-W-23-080-R1217	080322	419502
401218	580	E	4	1	53000	47.49	63.42	37.891533	-122.308848	1.248	ML	2	580 EB	DT639	L2-E-33-580-04749	997035	419122
401219	80	W	4	95	23182	11.32	38.792	38.201274	-122.158165	.765	ML	4	Red Top rd rm-w-diag	DT351	L4-W-23-080-01132	080318	419496
401221	80	E	4	13	60620	3.41	16.743	37.943467	-122.323784	.39	ML	4	Solano Ave rm-w-diag	DTA11	L4-E-28-080-00341	997019	420168
401223	92	W	4	81		7.34	8.066	37.507295	-122.338218	2.84	ML	2	EB 92 to NB 280 loop	DTA49	L2-W-35-092-00734	280401	418126
401224	85	S	4	85	70280	15.03	15.206	37.291054	-122.023638	.87	ML	3	200' N of Blue Hills POC	DT190	L3-S-37-085-01503	085102	419910
401226	80	W	4	13	33308	9.97	23.303	38.014164	-122.270259	.248	ML	4	SR4 rm-w-fly/diag	DT520	L4-W-28-080-00997	997022	424342
401228	80	E	4	13	60620	4.06	17.393	37.952355	-122.327741	.225	ML	4	600' W of San Pablo Dam Rd	DT464	L4-E-28-080-00406	997033	420174
401229	80	W	4	13	60620	1.12	14.453	37.91248	-122.317515	.165	ML	4	oppo Carlson Ave rm-e-diag	DT113	L4-W-28-080-00112	997038	419670
401230	80	W	4	13	57288	8.403	21.736	37.996269	-122.287675	.535	ML	4	Pinole Valley Rd rm-w-diag	DT874	L4-W-28-080-00840	997028	424318
401233	101	S	4	81	68252	14.31	416.533	37.580145	-122.324183	.375	ML	4	E Poplar ave rm-s-diag	DT272	L4-S-35-101-01431	107411	430569
401234	80	W	4	1	674	7.74	13.05	37.89438	-122.307952	.59	ML	4	Cleveland Ave off-w-diag	DTA41	L4-W-33-080-00774	997036	424408
401239	80	E	4	1	674	7.35	12.66	37.889597	-122.308245	.923	ML	4	Buchanan St rm-e-diag	DT638	L4-E-33-080-00735	997031	420288
401240	880	S	4	1	33000	14.25	24.477	37.613899	-122.071851	.38	ML	4	North of Ward Creek	DT387	L4-S-33-880-01425	881218	421870
401242	80	W	4	1	6000	5.25	10.56	37.858593	-122.301665	.305	ML	5	N aquatic park	DT320	L5-W-33-080-00525	997014	427281
401243	80	E	4	13	60620	5.5	18.833	37.969552	-122.320607	.26	ML	4	El Portal Dr rm-e-diag	DT861	L4-E-28-080-00550	997025	420198
401253	80	W	4	13	60620	3.41	16.743	37.943406	-122.323941	.387	ML	4	Solano Ave rm-w-diag	DTA11	L4-W-28-080-00341	997018	419706
401256	80	W	4	13	60620	4.06	17.393	37.952266	-122.327891	.157	ML	5	oppo 600' W of San Pablo Dam	DT464	L5-W-28-080-00406	997032	427211
401260	80	E	4	13	60620	6.2	19.533	37.979209	-122.317341	.17	ML	4	Hilltop Dr rm-e-diag	DT870	L4-E-28-080-00620	997017	420210
401269	80	E	4	13	57288	8.47	21.803	37.996735	-122.286591	.445	ML	4	Pinole Valley Rd rm-w-diag	DT874	L4-E-28-080-00847	997029	420240
401273	980	W	4	1	53000	.46	.451	37.803541	-122.279977	.571	ML	3	7th St	DT410	L3-W-33-980-00046	998809	418871
401274	80	W	4	13	33308	10.608	23.941	38.0216	-122.263382	.596	ML	4	Willow Ave rm-w-diag	DT021	L4-W-28-080-01061	804208	424354
401277	101	N	4	75	67000	2.53	430.824	37.74302	-122.406392	.7	ML	5	Faith S	DT230	L5-N-34-101-00253	998828	426329
401279	680	N	4	13	68378	3.45	34.823	37.767312	-121.970029	.405	ML	5	2000' of Norris Canyon Rd	DT505	L5-N-28-680-00345	998838	423406
401280	680	S	4	13	57764	17.39	48.943	37.94137	-122.060054	.302	ML	7	Contra Costa Blvd rm-s-diag	DT344	L7-S-28-680-01739	998832	421594
401282	242	N	4	13	16000	R.77	1.029	37.969613	-122.04788	.36	ML	3	oppo Clayton rd rm-s-diag	DT805	L3-N-28-242-R0077	998836	420647
401283	680	S	4	13	83346	16.5	48.019	37.92803	-122.060616	.345	ML	6	TREAT BLVD / GEARY RD	DT205	L6-S-28-680-01650	998829	423682
401285	101	S	4	75	67000	2.61	430.94	37.744018	-122.405853	.7	ML	5	Faith St	DT230	L5-S-34-101-00261	998827	426847
401288	680	S	4	13	68378	3.45	34.858	37.767277	-121.970295	.41	ML	5	2000' OF NORRIS CANYON RD	DT505	L5-S-28-680-00345	998839	426616
401289	242	S	4	13	16000	R.77	1.029	37.969653	-122.048119	.36	ML	3	Clayton Rd	DT805	L3-S-28-242-R0077	998835	421097
401298	92	W	4	81	68252	R12.874	13.6	37.557273	-122.283726	.29	ML	3	Mariners Island Blvd rm-w-diag	DT801	L3-W-35-092-R1287	998849	418886
401305	92	W	4	81	68252	R13.485	14.211	37.562748	-122.274967	.345	ML	3	Foster City Blvd rm-w-diag	DT802	L3-W-35-092-R1349	998851	418891
401314	680	N	4	13	17988	7.59	38.963	37.823575	-121.993841	.235	ML	4	Diablo Rd on-n-diag	DT329	L4-N-28-680-00759	998860	418475
401318	80	E	4	95	23182	11.49	38.962	38.202928	-122.155877	.44	ML	4	Red Top rd  rm-e-diag	DT807	L4-E-23-080-01149	998874	418259
401327	280	S	4	85	68000	3.97	3.97	37.315095	-121.914498	.23	ML	4	400' S OF MERIDIAN AVE	DT605	L4-S-37-280-00397	998877	419388
401328	680	S	4	13	17988	7.59	38.998	37.823549	-121.994013	.34	ML	4	Diablo Rd on-n-diag	DT329	L4-S-28-680-00759	998861	424258
401333	880	N	4	1	53000	32.1	42.327	37.801768	-122.283102	.445	ML	4	Adeline St rm-s-diag	DT813	L4-N-33-880-03210	998886	424834
401336	101	N	4	81	47486	18.15	420.337	37.604536	-122.38319	.525	ML	5	Millbrae Ave on-n-loop/diag	DT285	L5-N-35-101-01815	103333	426469
401339	880	S	4	1	53000	32.1	42.327	37.801684	-122.28315	.205	ML	4	Adeline St rm-s-diag	DT813	L4-S-33-880-03210	998887	421996
401343	92	E	4	81	25338	R13.59	14.316	37.563622	-122.273387	.345	ML	3	Foster City Blvd rm-e-loop	DT812	L3-E-35-092-R1359	998888	420542
401344	680	S	4	13	83346	13.41	44.929	37.889908	-122.058992	.285	ML	6	1700' N of South Main St.	DT262	L6-S-28-680-01341	680256	423634
401347	680	S	4	13	68378	2.98	34.388	37.76122	-121.966344	.34	ML	4	Bollinger Canyon Rd on-s-loop	DT503	L4-S-28-680-00298	682210	424198
401351	237	W	4	85	77000	2.65	2.707	37.401701	-122.032879	2.61	ML	2	WB 237  TO NB101	DT591	L2-W-37-237-00265	998896	418150
401356	680	S	4	13	20018	R.46	31.868	37.729031	-121.944636	.465	ML	4	oppo 2300' N of Alcosta Blvd	DT491	L4-S-28-680-00046	998901	424162
401357	101	S	4	75	67000	1.1	429.43	37.723512	-122.401258	.625	ML	5	Paul Ave off-s-loop	DT768	L5-S-34-101-00110	102332	426840
401358	101	N	4	75	67000	1.1	429.394	37.72349	-122.40102	.375	ML	5	Paul Ave off-s-loop	DT768	L5-N-34-101-00110	103373	426315
401359	680	N	4	13	20018	R.46	31.833	37.729064	-121.944384	.455	ML	4	2300' N of Alcosta Blvd	DT491	L4-N-28-680-00046	998900	420486
401362	880	S	4	1	26000	7.3	17.527	37.53065	-122.003967	.805	ML	4	Mowry Ave rm-s-loop	DT148	L4-S-33-880-00730	998841	421780
401366	680	S	4	13		R11.7	43.108	37.868257	-122.040144	.245	ML	5	oppo 1000' N of Livorna rd	DT535	L5-S-28-680-R1170	998826	421534
401373	680	N	4	13		R11.7	43.073	37.868315	-122.039906	.28	ML	4	1000' N of Livorna Rd	DT535	L4-N-28-680-R1170	998825	420667
401381	24	E	4	1	53000	2.62	.773	37.835333	-122.265611	.335	ML	4	47th and Dover / 51st Stree	DT068	L4-E-33-024-00262	998833	420270
401385	238	S	4	1		16.32	16.143	37.690755	-122.130603	.651	ML	4	HESPERIAN BLVD	DT481	L4-S-33-238-01632	238203	421672
401388	280	S	4	85	68000	4.7	6.082	37.316628	-121.952438	.841	ML	4	BASCOM & LELAND	DT195	L4-S-37-280-00470	280318	419394
401390	24	W	4	1	53000	2.06	.213	37.827408	-122.267734	.343	ML	3	E of MacArthur/Apgar St/MLK	DT772	L3-W-33-024-00206	224101	418816
401391	280	S	4	85	68000	.18	.18	37.337881	-121.85467	.37	ML	2	US 101 IC (McLaughlin Ave)	DT906	C2-S-37-280-00018	280314	417621
401392	238	N	4	1		16.32	16.143	37.690807	-122.131038	.651	ML	2	Hesperian Blvd rm-s-loop	DT481	L2-N-33-238-01632	238204	417738
401393	242	N	4	13	16000	1.47	1.729	37.979004	-122.043205	.3	ML	3	Concord Ave rm-n-loop	DT174	L3-N-28-242-00147	242121	420652
401394	92	W	4	81	68252	R13.24	13.966	37.560575	-122.278481	.305	ML	4	Vintage Park Dr OC	DT036	L4-W-35-092-R1324	092306	423022
401395	80	W	4	13		12.838	26.171	38.046031	-122.23699	.43	ML	4	oppo Cummings Skywy rm-e-diag	DT026	L4-W-28-080-01284	801210	428721
401399	242	S	4	13	16000	1.48	1.739	37.979212	-122.043366	.51	ML	3	Concord Ave rm-s-loop	DT176	L3-S-28-242-00148	242136	421102
401400	280	N	4	85	68000	4.7	6.082	37.316841	-121.952427	.406	ML	6	Bascom & Leland	DTB40	L6-N-37-280-00470	280317	422740
401401	242	N	4	13	16000	1.47	1.729	37.979004	-122.043205	.21	ML	4	Concord Ave rm-n-diag	DT175	L4-N-28-242-00147	242133	420474
401402	92	E	4	81	68252	R13.24	13.966	37.560418	-122.278316	.465	ML	4	Vintage Park Dr OC	DT036	L4-E-35-092-R1324	092305	420408
401403	280	N	4	85	68000	.18	.18	37.338232	-121.854583	.23	ML	2	US 101 IC (McLaughlin Ave)	DT906	C2-N-37-280-00018	280313	417453
401405	101	S	4	75	67000	R5.14	434.139	37.769586	-122.416414	1.024	ML	2	13th / South Van Ness	DT242	L2-S-34-101-R0514	998903	417926
401407	680	N	4	13	83346	16.05	47.542	37.921844	-122.061541	.32	ML	6	Between Treat & Main St.	DT548	L6-N-28-680-01605	683280	423538
401408	101	S	4	75	67000	3.8	432.13	37.75869	-122.405643	1.14	ML	4	20TH STREET  - HOSPITAL CURVE	DT234	L4-S-34-101-00380	101358	422074
401409	101	N	4	75	67000	3.53	431.824	37.756863	-122.403503	.25	ML	4	Vermont St	DT233	L4-N-34-101-00353	103395	422110
401410	101	S	4	75	67000	3.53	431.86	37.75671	-122.403619	.25	ML	4	Vermont St	DT233	L4-S-34-101-00353	105358	422068
401411	101	N	4	81		18.69	420.877	37.609492	-122.390874	.175	ML	4	Millbrae Ave rm-n-diag	DT900	L4-N-35-101-01869	101337	422344
401412	580	E	4	1	41992	15.02	31.052	37.70086	-121.818662	.29	ML	6	Airway Blvd rm-e-loop	DT312	L6-E-33-580-01502	580300	423287
401413	980	E	4	1	53000	1.31	1.301	37.814021	-122.271468	.3	ML	5	23rd St	DT413	L5-E-33-980-00131	999348	420402
401416	980	W	4	1	53000	1.31	1.301	37.814242	-122.271837	.32	ML	5	23rd St	DT413	L5-W-33-980-00131	999347	423016
401420	680	S	4	13	17988	R5.95	37.358	37.800514	-121.988319	.305	ML	5	3500' N of Greenbrook Dr.	DT252	L5-S-28-680-R0595	998907	424240
401421	680	S	4	95		R7.07	65.208	38.145352	-122.110074	2.45	ML	2	Marshview Rd	DT576	L2-S-23-680-00707	998905	417898
401422	680	N	4	13	68378	R5.95	37.323	37.800538	-121.988095	.305	ML	5	oppo 3500' N of Greenbrook Dr.	DT252	L5-N-28-680-R0595	998906	418451
401423	24	W	4	13	39122	6.05	10.398	37.893061	-122.12582	.39	ML	4	HAPPY VALLEY RD UC	DT485	L4-W-28-024-00605	224146	419616
401424	680	N	4	95		R7.07	65.103	38.145138	-122.109703	2.45	ML	2	Marshview Rd	DT576	L2-N-23-680-00707	998904	419194
401426	92	E	4	81	68252	10.69	11.416	37.547452	-122.32065	.91	ML	2	oppo Alameda De Las Pulgas	DT032	L2-E-35-092-01069	092123	419146
401431	92	W	4	81	68252	10.48	11.206	37.546647	-122.324375	.91	ML	2	Alameda De Las Pulgas	DT032	L2-W-35-092-01048	092120	418138
401433	580	E	4	1	57792	18.67	34.702	37.70139	-121.885271	.145	ML	6	Hacienda Dr. rm-e-diag	DT662	L6-E-33-580-01867	998339	420300
401434	680	N	4	13	20018	R.13	31.503	37.724997	-121.941236	.295	ML	4	Alcosta Blvd rm-n-diag	DT584	L4-N-28-680-R0013	998915	420480
401435	80	E	4	1	53000	2.62	7.93	37.825581	-122.302794		FF	3	80 / 580 split	DT651	C3-E-33-080-00262	998917	431419
401437	680	S	4	13		10.81	42.218	37.857661	-122.031123	.335	ML	4	2400' South of Livorna Rd	DT532	L4-S-28-680-01081	998921	421516
401439	101	S	4	81	68252	10.88	413.103	37.541393	-122.285108	.36	ML	4	Hillsdale Blvd rm-s-diag	DTA64	L4-S-35-101-01088	998919	419322
401440	880	S	4	85	68000	3.44	3.44	37.356826	-121.908804	.445	ML	4	N First St rm-s-diag	DT226	L4-S-37-880-00344	998916	421407
401441	680	N	4	13	68378	R4.21	35.583	37.777505	-121.9753	.19	ML	4	Crow Canyon rd rm-n-loop	DT508	L4-N-28-680-R0421	682231	418421
401443	101	N	4	81	5108	9.64	411.827	37.527313	-122.271113	.45	ML	4	Ralston Ave rm-n-diag	DT521	L4-N-35-101-00964	102295	422266
401444	680	N	4	13		10.81	42.183	37.857709	-122.030894	.335	ML	4	2400' SOUTH OF LIVORNA RD	DT532	L4-N-28-680-01081	998920	418523
401446	101	S	4	81	68252	11.12	413.343	37.544196	-122.287712	.235	ML	4	Hillsdale Blvd rm-s-loop	DTA51	L4-S-35-101-01112	998918	419328
401447	580	W	4	1	53000	43.7	59.785	37.811386	-122.249717	.3	ML	4	Grand Ave off-e-diag	DT635	L4-W-33-580-04370	998927	422986
401448	101	N	4	81	73262	22.92	425.107	37.664884	-122.397377	.2	ML	4	Oyster Point Blvd rm-n	DT585	L4-N-35-101-02292	998928	422380
401450	880	S	4	1	33000	14.54	24.767	37.61754	-122.074491	.35	ML	4	Industrial Pkwy rm-s-loop	DTA55	L4-S-33-880-01454	998925	421876
401451	101	S	4	81	73262	22.93	425.153	37.665037	-122.397511	.19	ML	4	Oyster Point Blvd rm-n-diag	DT585	L4-S-35-101-02293	998929	419814
401452	580	E	4	1	53000	43.7	59.633	37.811293	-122.249829	.3	ML	4	Grand Ave off-e-diag	DT635	L4-E-33-580-04370	998926	420384
401453	92	E	4	81	68252	8.82	9.546	37.524638	-122.332182	.6	ML	2	oppo De Anza Blvd off-w-diag	DT083	L2-E-35-092-00882	998931	419138
401454	101	S	4	75	67000	.65	428.98	37.717182	-122.399154	.465	ML	4	3rd St. off ramp	DTA46	L4-S-34-101-00065	103332	422050
401457	87	S	4	85	68000	1.73	1.72	37.279515	-121.864784	.295	ML	4	oppo Hillsdale Ave	DT128	L4-S-37-087-00173	087108	417569
401461	680	S	4	13	68378	2.77	34.178	37.75851	-121.964605	.225	ML	4	BOLLINGER CANYON RD  ON-S-DIAG	DT501	L4-S-28-680-00277	682208	424192
401462	101	S	4	81	8310	24.88	427.103	37.690972	-122.391216	.37	ML	4	Sierra Point Pkwy rm-s-hook	DT302	L4-S-35-101-02488	104330	419844
401464	880	N	4	85	47766	8.36	8.36	37.424833	-121.916049	.225	ML	4	EB 237 rm-n-loop	DT685	L4-N-37-880-00836	998947	421027
401467	101	S	4	81	46870	2.55	404.773	37.474668	-122.165291	.445	ML	5	oppo Ringwood POC	DT045	L5-S-35-101-00255	103258	419256
401468	680	N	4	13	68378	R4.03	35.403	37.775076	-121.974082	.205	ML	4	oppo Crow Canyon Rd rm-s-diag	DT506	L4-N-28-680-R0403	680216	418415
401469	101	N	4	81	8310	24.9	427.087	37.691221	-122.39097	.37	ML	4	Sierra Point Parkway rm-s-diag	DT302	L4-N-35-101-02490	104369	422410
401470	280	S	4	75	67000	3.11	53.083	37.731979	-122.427875	.41	ML	4	MISSION ST OC	DT212	L4-S-34-280-00311	280284	422104
401471	948	N	4	1	53000	.82	.82	37.82401	-122.303164	.61	ML	3	oppo Maritime St on-n-diag	DT623	L3-N-33-948-00082	998950	424870
401472	101	N	4	81	8310	25.55	427.737	37.700468	-122.393067	.44	ML	5	Sierra Pt Parkway & Lagoon Wy	DT303	L5-N-35-101-02555	105369	426497
401474	101	N	4	81	46870	2.55	404.737	37.47483	-122.165147	.445	ML	5	Ringwood POC	DT045	L5-N-35-101-00255	104267	422200
401475	880	S	4	1	33000	17.48	27.707	37.654774	-122.100556	.275	ML	5	Winton Ave rm-s-coll/diag	DTA26	L5-S-33-880-01748	881232	426777
401476	4	W	4	13	16000	R16.77	16.438	38.013608	-121.99884	.49	ML	4	Willow Pass Rd (Concord)	DT863	L4-W-28-004-01677	998932	418746
401478	580	W	4	1	53000	44.8	60.885	37.822927	-122.261851	.31	ML	6	Webster St / 36th	DT338	L6-W-33-580-04480	582257	423826
401480	80	W	4	13	57288	7.6	20.933	37.99346	-122.301971	.19	ML	4	Appian Way rm-w-diag	DT821	L4-W-28-080-00760	801192	424306
401481	580	E	4	1	53000	44.8	60.733	37.822748	-122.262051	.31	ML	6	Webster St / 36th	DT338	L6-E-33-580-04480	581254	423498
401482	24	W	4	13		8.48	12.828	37.897809	-122.082484	1.344	ML	6	oppo Juanita Dr	DT458	L6-W-28-024-00848	224149	423810
401483	580	W	4	1	53000	44.07	60.155	37.816343	-122.251589	.49	ML	4	Chetwood St & Santa Clara	DT336	L4-W-33-580-04407	582253	422992
401484	680	S	4	13		R11.45	42.858	37.865141	-122.037802	.27	ML	4	oppo Livorna Rd on-n-diag	DT534	L4-S-28-680-R1145	680244	421528
401485	4	E	4	13		R19.7	19.434	38.019047	-121.94895	.335	ML	4	W of Bailey Rd	DT210	L4-E-28-004-01970	998890	418234
401486	280	N	4	75	67000	3.11	53.071	37.731414	-122.424609	.415	ML	4	Mission St OC	DT212	L4-N-34-280-00311	280281	422140
401487	680	N	4	13	68378	2.99	34.363	37.761391	-121.966173	.335	ML	4	Bollinger Canyon Rd rm-n-diag	DT504	L4-N-28-680-00299	682225	418409
401488	680	S	4	95	23182	11.56	69.698	38.204941	-122.138165	1.609	ML	2	S of Cordelia Rd/Bridgeport Av	DTA63	L2-S-23-680-01156	680324	417906
401489	880	N	4	85	47766	8.55	8.55	37.427486	-121.916962	.205	ML	4	Calaveras Blvd rm-n-diag	DT686	L4-N-37-880-00855	998948	421032
401495	85	S	4	85	68000	5.23	5.23	37.255346	-121.85898	.525	ML	4	Santa Teresa rm-n-diag	DT973	L4-S-37-085-00523	998999	419886
401496	680	S	4	13		21.31	53.025	37.99585	-122.071553	.165	ML	5	EB 4 on-s-diag	DT841	L5-S-28-680-02131	682307	418619
401501	101	S	4	81	8310	25.55	427.773	37.700511	-122.393392	.445	ML	4	Sierra Pt Parkway & Lagoon Wy	DT303	L4-S-35-101-02555	103330	419850
401503	80	W	4	1	53000	2.41	7.72	37.825278	-122.30642	.336	ML	7	I-880S	DT650	L7-W-33-080-00241	998968	423860
401507	101	N	4	85	49670	48.69	398.327	37.412677	-122.079539	.365	ML	6	SHORELINE BLVD	DT765	L6-N-37-101-04869	999000	423610
401509	80	E	4	13	60620	.51	13.843	37.904465	-122.313054	.235	ML	4	W of Panama Ave	DT111	L4-E-28-080-00051	802165	420120
401512	280	S	4	81	17918	R25.26	47.8	37.677847	-122.47162	.955	ML	4	Sullivan Ave rm-s-diag	DT496	L4-S-35-280-02526	998996	419868
401513	80	E	4	1	22594	3.89	9.2	37.838814	-122.296557	.353	ML	6	Powell St rm-e-diag	DT091	L6-E-33-080-00389	998974	431204
401515	101	S	4	81		19.05	421.273	37.61287	-122.39602	.265	ML	5	SFIA rm-s-fly (upper roadway)	DT904	L5-S-35-101-01905	999007	419766
401516	101	N	4	75	67000	3.8	432.094	37.760031	-122.406233	.805	ML	4	20th Street - Hospital Curve	DT234	L4-N-34-101-00380	998987	422116
401517	880	N	4	1	68084	22.13	32.357	37.703862	-122.156797	.84	ML	5	S of Marina Blvd	DT400	L5-N-33-880-02213	998983	426266
401519	680	S	4	13	83346	R12.79	44.198	37.881497	-122.050948	.376	ML	5	oppo Rudgear rd rm-n-fly	DT570	L5-S-28-680-R1279	998965	421558
401522	680	S	4	13	83346	16.32	47.839	37.925437	-122.060919	.225	ML	6	Treat Blvd rm-s-diag	DT800	L6-S-28-680-01632	680281	423674
401523	101	S	4	81	73262	21.78	424.003	37.651292	-122.406933	.545	ML	4	S Airport Blvd off-s-diag	DT297	L4-S-35-101-02178	999009	419808
401524	80	W	4	1	6000	6.6	11.91	37.877407	-122.307241	.22	ML	5	Gilman St rm-w-diag	DT323	L5-W-33-080-00660	998976	427309
401526	4	W	4	13		R19.7	19.368	38.019378	-121.949271	.335	ML	4	oppo W of Bailey Rd	DT210	L4-W-28-004-01970	998953	418761
401529	880	N	4	1	26000	12.3	22.527	37.589488	-122.054221	.275	ML	4	Bet Alvarado/Niles & Alvarado	DT668	L4-N-33-880-01230	998981	424720
401531	580	W	4	1	41992	14.7	30.884	37.701058	-121.812858	.42	ML	6	E of Airway Blvd	DT313	L6-W-33-580-01470	998978	427323
401534	101	N	4	85	49670	47.83	397.467	37.407511	-122.065278	.455	ML	4	MOFFETT BLVD	DT762	L4-N-37-101-04783	999003	422704
401537	242	N	4	13	16000	R2.11	2.369	37.988174	-122.04039	.185	ML	3	Solano Way rm-n-diag	DT879	L3-N-28-242-R0211	998962	420657
401538	880	N	4	85	47766	8.77	8.77	37.430587	-121.917925	.325	ML	6	EB 237 rm-n-fly	DT687	L6-N-37-880-00877	998949	426588
401539	80	W	4	1	53000	2.66	7.97	37.826038	-122.302202	.63	ML	7	80/880 W	DT647	L7-W-33-080-00266	998971	423878
401541	880	N	4	85	68000	4.5	4.5	37.370203	-121.901514	.53	ML	3	Gish Rd rm-n-diag	DT094	L3-N-37-880-00450	999036	421017
401542	680	N	4	13	83346	14.89	46.382	37.906311	-122.069159	.445	ML	6	Ygnacio Valley Rd	DT254	L6-N-28-680-01489	683470	418589
401545	880	N	4	1	26000	9.9	20.127	37.559198	-122.03362	.625	ML	5	oppo S of Decoto Rd / Rt 84	DT380	L5-N-33-880-00990	883197	426168
401546	80	E	4	1	53000	1.22	6.53	37.821573	-122.327415	.14	ML	5	Base of the Bay Bridge	DT648	L5-E-33-080-00122	998967	423126
401547	92	E	4	81		7.34	8.066	37.507109	-122.338144	2.9	ML	2	EB 92 to NB 280 loop	DTA49	L2-E-35-092-00734	280402	419130
401548	580	E	4	1	53000	44.07	60.003	37.816339	-122.251805	.49	ML	4	Chetwood St & Santa Clara	DT336	L4-E-33-580-04407	580252	420390
401551	80	E	4	13	60620	5.69	19.023	37.972158	-122.319728	.215	ML	5	Hilltop Dr off-e-diag	DT467	L5-E-28-080-00569	998960	423098
